# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "6" "-a" "Mus_musculus.GRCm39.112.chrs_17-19.gtf" "-o" "GC1.featureCounts.txt" "GC1.bam" 
Geneid	Chr	Start	End	Strand	Length	GC1.bam
ENSMUSG00000088907	19	19253263	19253394	+	132	0
ENSMUSG00000118109	19;19;19;19;19;19;19;19;19	19253835;19253835;19261860;19261860;19291862;19291862;19295201;19296863;19296907	19254294;19254294;19261989;19261989;19291984;19291984;19295330;19297015;19297015	+;+;+;+;+;+;+;+;+	996	0
ENSMUSG00000118167	19;19	19848796;19853813	19851385;19853927	-;-	2705	0
ENSMUSG00000064783	19	20010868	20010999	-	132	0
ENSMUSG00000118067	19;19;19	20094749;20097085;20100856	20094873;20097276;20101192	-;-;-	654	0
ENSMUSG00000034336	19;19;19	47003137;47010272;47011774	47004258;47010396;47013766	+;+;+	3240	0
ENSMUSG00000025050	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	47022056;47022058;47025242;47025677;47025677;47028483;47028483;47029263;47030561;47030662;47031205;47031205;47034249;47034249;47034249;47036386;47036386;47036386;47036386;47036547;47036547;47036547;47036547;47037239;47037239;47037239;47037239;47037429;47037429;47037429;47037429;47038890;47038890;47038890	47023124;47023124;47025854;47025763;47025763;47028581;47028581;47031232;47030578;47031232;47031232;47031232;47034357;47034357;47034357;47036445;47036445;47036445;47036445;47036602;47036602;47036602;47036602;47037335;47037335;47037335;47037335;47037528;47037926;47037528;47037528;47039329;47039345;47039343	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5027	74
ENSMUSG00000117691	19	47042944	47043687	-	744	0
ENSMUSG00000118915	19	47046601	47046707	+	107	0
ENSMUSG00000025049	19;19;19;19;19;19;19;19;19;19;19	47056185;47059420;47063252;47064175;47064436;47065713;47067207;47068980;47070248;47070583;47070866	47056765;47059657;47063567;47064338;47064571;47065833;47067336;47069144;47070425;47070760;47071918	+;+;+;+;+;+;+;+;+;+;+	3260	35
ENSMUSG00000071528	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	47071903;47071907;47071925;47073208;47074306;47074394;47074394;47074573;47074573;47074573;47074573;47079012;47079012;47079012;47079012	47074486;47072008;47072008;47073297;47074486;47074486;47074486;47074668;47074668;47074668;47074668;47079086;47079073;47079064;47079082	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2755	514
ENSMUSG00000025047	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	47079207;47081221;47082190;47083647;47085294;47086560;47087130;47089502;47091006;47092191;47092472;47093095;47094736;47095450;47095993;47096862;47097993;47099400;47100477;47101580;47102994;47105736;47107975;47108232;47108686;47112870;47113484;47114589;47114745;47115314;47115690;47116385;47116714;47117097;47117581;47118068;47118387;47119078	47079306;47081339;47082321;47083814;47085455;47086683;47087311;47089609;47091212;47092315;47092532;47093241;47094987;47095590;47096187;47097032;47098212;47099549;47100592;47102154;47103056;47105841;47108064;47108334;47108863;47112926;47113606;47116920;47114867;47115548;47115806;47116531;47116961;47119690;47117749;47118221;47118552;47120304	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	9756	317
ENSMUSG00000033033	19;19;19;19;19;19;19;19	47093792;47098714;47120262;47121246;47123788;47123788;47126344;47126344	47095647;47098760;47121612;47121612;47124504;47124504;47126733;47126733	-;-;-;-;-;-;-;-	4361	18
ENSMUSG00000079258	19;19	47129348;47132062	47129968;47132693	-;-	1253	0
ENSMUSG00000094219	19;19;19	47140048;47143759;47145917	47140548;47144014;47146203	-;-;-	1044	0
ENSMUSG00000091230	19	47158908	47159573	-	666	0
ENSMUSG00000024659	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	20350792;20350792;20350794;20350920;20352589;20352589;20352589;20352589;20353826;20354016;20354016;20354016;20354971;20354971;20354971;20355044;20355044;20355482;20355760;20355760;20355760;20355760;20355760;20357013;20357013;20357013;20357013;20357013;20357023;20357704;20357704;20357704;20357704;20357704;20359414;20359414;20359414;20359414;20359414;20360226;20360226;20360226;20360226;20361121;20361121;20361121;20361121;20361839;20361839;20361839;20361839;20362057;20362057;20362057;20362057;20365839;20367976;20367976;20367976;20367976	20351134;20351134;20351134;20351134;20352951;20352711;20352711;20352711;20353909;20354074;20354074;20354074;20355066;20355066;20355066;20355066;20355066;20355853;20355853;20355953;20355853;20355853;20355853;20357069;20357385;20357069;20357069;20357069;20357069;20357783;20357783;20357783;20357783;20357783;20359504;20359489;20359504;20359504;20359504;20360339;20360339;20360339;20360339;20361215;20361215;20361215;20361215;20361943;20361947;20361947;20361947;20362136;20362136;20362136;20362136;20366057;20368015;20368125;20368308;20368037	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2911	26
ENSMUSG00000114469	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	20387908;20398181;20398493;20402034;20402034;20403133;20403900;20410914;20410914;20412227;20412227;20511891;20516241;20516241;20516241;20517539;20529551	20389122;20398681;20398681;20402186;20402146;20404085;20404085;20410943;20410943;20412269;20412269;20514592;20516311;20516311;20516314;20517652;20529694	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5929	27
ENSMUSG00000006435	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	47167259;47167461;47167590;47217350;47228241;47228241;47228241;47228241;47228789;47228789;47228789;47228789;47229741;47241558;47241558;47245151;47245151;47245856;47245856	47167990;47167990;47167990;47217535;47228482;47228482;47228482;47228482;47229110;47229110;47232050;47229110;47229835;47242247;47242247;47245297;47245297;47247874;47247880	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7284	7
ENSMUSG00000118127	19;19;19;19;19	47186680;47188045;47188529;47188744;47190375	47187793;47188226;47188641;47188837;47190471	-;-;-;-;-	1600	0
ENSMUSG00000117659	19;19	47209152;47210206	47209467;47210348	-;-	459	0
ENSMUSG00000118029	19	47240682	47242771	+	2090	0
ENSMUSG00000053279	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	20470079;20470079;20470096;20470123;20470124;20470759;20470759;20470759;20470759;20470759;20518424;20530463;20530463;20530463;20530463;20533029;20537128;20537128;20542585;20543039;20579325;20579362;20579362;20588277;20588277;20588277;20595244;20595244;20595244;20597333;20597333;20597333;20599033;20599033;20600689;20600689;20602076;20602076;20606418;20606418;20608030;20608030;20611713;20611713;20614032;20614032;20617428;20617428;20620258;20620258	20470185;20470185;20470185;20470185;20470185;20470888;20470888;20470888;20470888;20470888;20518741;20530564;20530564;20530564;20530564;20533774;20537228;20537228;20542782;20544217;20579441;20579441;20579441;20588381;20588381;20588381;20595384;20595384;20595384;20597462;20597435;20597462;20599094;20599094;20600817;20600817;20602189;20602189;20606520;20606520;20608214;20608214;20611877;20611877;20614189;20614189;20617502;20617502;20620826;20620829	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4937	12686
ENSMUSG00000047168	19	20563437	20564121	-	685	43
ENSMUSG00000024747	19;19;19;19;19;19;19;19;19;19;19;19;19	20670317;20673700;20677262;20679575;20685514;20686762;20692045;20693285;20695060;20696550;20699642;20704322;20704811	20670899;20673774;20677419;20679739;20685698;20686864;20692158;20693413;20695121;20696679;20699782;20704426;20704926	-;-;-;-;-;-;-;-;-;-;-;-;-	2066	1584
ENSMUSG00000024749	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	20760822;20760822;20766068;20766949;20766949;20767156;20767156;20767156;20772880;20772880;20772880;20776364;20776364;20776364;20781963;20781963;20781963;20791824;20791824;20793474;20801342;20801639;20801842;20803870;20805017;20805017;20809715;20809715;20834039;20836369;20845705;20847762;20878150;20884224;20890867;20918269;20931508	20762480;20762480;20767000;20767000;20767000;20767234;20767234;20767234;20773005;20773005;20773005;20776603;20776603;20776603;20782030;20782030;20782030;20792022;20792031;20793602;20801512;20801818;20804064;20804064;20805161;20805161;20809739;20809857;20834137;20836475;20845786;20847852;20878278;20884386;20890914;20918376;20931566	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7190	0
ENSMUSG00000118293	19;19;19;19;19	20899756;20918740;20919229;20922511;20924260	20899928;20918781;20919374;20922555;20924373	+;+;+;+;+	520	0
ENSMUSG00000053617	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	47248613;47255352;47255392;47258277;47258277;47258277;47260447;47260447;47260447;47261623;47261623;47261623;47266752;47266752;47266752;47271460;47271460;47275044;47275044;47275044;47302474;47302474;47302474;47308715;47308715;47331879;47331879;47352048;47353062;47353062;47353062;47361823;47361823;47361823;47386255;47386255;47386255;47398641;47412929;47412929;47452503;47452503	47257375;47257375;47257375;47258396;47258396;47258396;47260496;47260496;47260496;47261957;47261957;47261957;47266869;47266869;47266869;47271543;47271543;47275157;47275157;47275157;47302605;47303190;47302605;47308759;47308759;47331907;47331907;47352443;47353153;47353153;47353153;47361899;47361899;47361899;47386330;47386330;47386330;47398798;47413009;47413009;47452686;47452840	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	11593	279
ENSMUSG00000098786	19	47261958	47262028	-	71	0
ENSMUSG00000118047	19;19;19;19;19;19;19;19;19;19;19	21081866;21081866;21082074;21082354;21082354;21082357;21083621;21083621;21083770;21084047;21084047	21082116;21082116;21082116;21082478;21082478;21082902;21083687;21083822;21083822;21084521;21084521	+;+;+;+;+;+;+;+;+;+;+	1477	0
ENSMUSG00000118086	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	21098516;21100307;21101806;21139846;21142595;21142595;21148042;21152394;21163781;21163781;21164455;21164455;21182237;21182237;21185754;21225711	21099651;21100412;21102016;21140343;21142748;21142748;21148205;21152608;21163891;21163891;21164595;21164595;21182357;21182357;21185826;21225815	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3035	1
ENSMUSG00000118090	19;19;19;19	21185841;21186711;21187804;21188722	21186076;21186786;21187844;21189337	+;+;+;+	969	0
ENSMUSG00000118044	19;19	21239340;21240471	21239940;21240576	-;-	707	0
ENSMUSG00000024750	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	21249642;21250051;21250610;21253344;21253404;21253790;21253790;21253790;21254342;21254342;21254342;21255019;21255019;21255019;21256989;21256989;21256989;21256989;21257787;21257787;21257787;21257787;21257787	21250106;21250106;21250706;21254453;21257114;21253949;21253949;21253949;21254453;21254453;21254453;21255122;21255122;21255122;21257114;21257114;21257114;21257114;21258028;21258335;21259654;21257797;21264204	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	10751	443
ENSMUSG00000118342	19;19;19	21287740;21288079;21290581	21287950;21288250;21290647	-;-;-	450	0
ENSMUSG00000042694	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	47489472;47489477;47495644;47496245;47496245;47496245;47497164;47498774;47498774;47502250;47502250;47504530;47504530;47505466;47505466;47510571;47512512;47512641;47513126;47513126;47513126;47513126;47513146;47517076;47517076;47517076;47517076;47517076;47517076;47520791;47524354;47524635;47524635;47524635;47524635;47524635;47524635;47524635;47524729;47525253;47525253;47525253;47525253;47525253;47525253;47525253;47525414;47525631	47490156;47490156;47496037;47496317;47496317;47496317;47497212;47498896;47498896;47502421;47502421;47504653;47504653;47505633;47505633;47510636;47512610;47513194;47513194;47513194;47513194;47513194;47513194;47517171;47517171;47517171;47517171;47517171;47517171;47521153;47524810;47524810;47524701;47524810;47524810;47524810;47524810;47524810;47524810;47525485;47525363;47525533;47525403;47525335;47525475;47525558;47525463;47525946	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4045	24
ENSMUSG00000097990	19;19;19	47501421;47501702;47502572	47501446;47501994;47505017	+;+;+	2765	1
ENSMUSG00000058624	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	21368671;21370419;21371402;21373397;21373397;21373397;21374871;21374871;21374871;21377923;21377923;21377923;21387236;21387236;21387236;21389862;21389862;21389862;21392178;21392178;21392178;21394364;21394364;21394364;21396089;21396738;21396738;21396738;21400362;21400362;21400362;21400362;21402895;21402895;21402895;21402895;21405843;21405843;21405843;21405843;21411585;21411585;21411585;21411585;21418124;21449732;21449732;21450752	21372622;21372622;21372622;21373424;21373424;21373424;21375001;21375001;21375001;21378069;21378069;21378069;21387303;21387303;21387303;21389959;21389959;21389959;21392285;21392285;21392285;21394471;21394471;21394471;21396765;21396765;21396765;21396765;21400467;21400467;21400467;21400467;21402982;21402982;21402982;21402982;21406014;21406014;21406014;21406014;21411673;21411673;21411673;21411673;21418223;21449952;21450036;21450809	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6235	632
ENSMUSG00000035171	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	21558566;21567943;21574676;21575065;21575534;21575689;21575915;21576119;21576119;21576119;21576178;21576190;21581653;21587970;21592629;21592767;21596473;21596473;21596473;21607874;21607874;21629971;21629971;21629971;21629971;21629971;21629971;21629971	21558994;21567990;21575698;21575698;21575698;21576232;21576232;21576232;21576232;21576232;21576232;21576232;21581683;21588026;21592809;21592809;21596579;21596579;21596579;21608160;21608132;21630157;21630281;21629974;21630164;21630281;21630340;21630092	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3067	161
ENSMUSG00000047368	19;19;19;19;19;19;19;19;19;19	21630549;21630889;21655717;21655717;21657998;21658232;21658354;21661462;21661462;21661462	21630957;21630957;21656186;21656186;21658411;21658411;21658411;21663001;21663001;21662773	+;+;+;+;+;+;+;+;+;+	2833	161
ENSMUSG00000118055	19	21706634	21707109	+	476	0
ENSMUSG00000025060	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	47568117;47568458;47597344;47597344;47600014;47600014;47600341;47600341;47603635;47603635;47603845;47603845;47604961;47604961;47607630;47607630;47608042;47608042;47609109;47610675;47610675;47610675;47611010;47611010;47611097;47613744;47613744;47613744;47613744;47616087;47616087;47618907;47623569;47623908;47623908;47623908;47624782;47624782;47624782;47625649;47625649;47626081;47626081;47627315;47627315;47630386;47630386	47568782;47568782;47597508;47597508;47600062;47600062;47600490;47600490;47603707;47603707;47604039;47604039;47605042;47605042;47607758;47607758;47609391;47609391;47609391;47611133;47610805;47610805;47611133;47611133;47611133;47613793;47614293;47613923;47613923;47616179;47616179;47618978;47624037;47624037;47624037;47624037;47624893;47624906;47624906;47625837;47625837;47626206;47626206;47627428;47627428;47630894;47633685	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	8356	437
ENSMUSG00000118206	19;19	47585676;47590654	47588265;47590768	-;-	2705	0
ENSMUSG00000086121	19;19;19	47594583;47595601;47605509	47594984;47595665;47605545	-;-;-	504	0
ENSMUSG00000024754	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	21755706;21755708;21755722;21755732;21755752;21757535;21757535;21770002;21770002;21770002;21770002;21770002;21774691;21774691;21774691;21774691;21774691;21775231;21775231;21775231;21775231;21775231;21779226;21779226;21779226;21784723;21784723;21784723;21786633;21786633;21789131;21789131;21789575;21789575;21789915;21789915;21792795;21792795;21795287;21795287;21801152;21801152;21802454;21802454;21803404;21803404;21807164;21807164;21809391;21809391;21812782;21812782;21819405;21819405;21821984;21821984;21825301;21825301;21829589;21829589;21833023;21833023;21833519;21833519	21756150;21756150;21756150;21756150;21756150;21757616;21757616;21770344;21770344;21770344;21770344;21770344;21774831;21774831;21774831;21774831;21774831;21775792;21775792;21775341;21775792;21777257;21779395;21779395;21779395;21784911;21785266;21784911;21786802;21786802;21789340;21789340;21789780;21789780;21789984;21789984;21792923;21792923;21795375;21795375;21801283;21801283;21802489;21802489;21803559;21803559;21807341;21807341;21809606;21809606;21812990;21812990;21819587;21819587;21822203;21822203;21825399;21825399;21829743;21829743;21833126;21833126;21835691;21835724	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	8520	214
ENSMUSG00000118021	19;19	21808815;21810957	21809487;21811120	-;-	837	1
ENSMUSG00000045104	19	21914744	21915745	+	1002	17
ENSMUSG00000118237	19;19;19	21919342;21923624;21928157	21919826;21923721;21928253	-;-;-	680	0
ENSMUSG00000118273	19;19	21969937;21997278	21970173;21998380	+;+	1340	0
ENSMUSG00000118226	19;19	21974695;21976909	21975057;21977516	+;+	971	0
ENSMUSG00000025064	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	47634783;47634783;47636039;47636039;47636233;47636233;47636538;47636538;47636539;47637170;47637170;47637170;47637765;47637765;47637765;47638487;47638696;47638696;47639165;47639165;47639650;47639650;47640192;47640192;47640563;47640563;47641029;47641029;47641788;47641788;47642220;47642220;47642452;47642452;47642608;47642608;47643630;47643630;47644622;47644622;47645524;47645524;47645902;47645902;47647664;47647664;47648430;47648430;47649222;47649222;47649536;47649536;47650775;47650775;47651460;47651460;47651971;47651971;47652242;47652242;47652826;47652826;47653402;47653402;47654296;47654296;47654920;47654920;47655085;47655085;47656133;47656133;47656523;47656523;47656934;47656934;47657677;47657677;47657722;47658838;47658838;47658838;47659353;47659353;47659353;47659807;47659807;47660860;47660860;47661769;47661773;47661773;47663188;47663188;47663188;47663875;47663875;47663875;47665227;47665227;47666850;47666850;47667858;47667858;47668841;47668841;47669817;47669817;47670827;47670827;47671677;47671677;47673974;47673974;47680252;47680252	47635717;47635717;47636119;47636119;47636295;47636295;47636666;47636666;47636666;47637529;47637529;47637529;47638034;47637911;47637911;47638597;47638785;47638785;47639305;47639305;47639715;47639715;47640329;47640329;47640685;47640685;47641079;47641079;47641847;47641847;47642273;47642273;47642493;47642493;47642661;47642661;47643707;47643707;47644657;47644657;47645604;47645604;47645937;47645937;47647699;47647699;47648456;47648456;47649293;47649293;47649571;47649571;47650837;47650837;47651495;47651495;47652006;47652006;47652295;47652295;47652861;47652861;47653464;47653464;47654400;47654400;47654982;47654982;47655111;47655111;47656159;47656159;47656552;47656552;47657149;47657149;47657898;47657898;47657898;47658882;47658882;47658882;47659487;47659433;47659433;47659968;47659968;47660928;47660928;47661844;47661844;47661844;47663259;47663259;47663259;47664275;47664033;47664033;47665370;47665370;47666897;47666897;47667893;47667893;47668888;47668888;47669948;47669948;47670931;47670931;47671721;47671721;47674036;47674036;47680533;47680533	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6011	1
ENSMUSG00000117702	19;19	47683110;47684521	47683869;47684972	-;-	1212	0
ENSMUSG00000088525	19	47699305	47699420	+	116	0
ENSMUSG00001118662	19	47703223	47703326	-	104	0
ENSMUSG00000118149	19;19	47709474;47710687	47709756;47711505	+;+	1102	0
ENSMUSG00000025066	19;19;19;19;19;19;19;19	47720121;47720643;47721069;47721069;47721385;47721958;47721958;47723263	47720260;47720900;47721427;47721143;47721427;47722350;47722246;47724027	+;+;+;+;+;+;+;+	1915	248
ENSMUSG00000044948	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	47725296;47726045;47726045;47726468;47726468;47726468;47727217;47727217;47727217;47728109;47728109;47728109;47728363;47733716;47733883;47733883;47733883;47735068;47735068;47735068;47736281;47736281;47736281;47739507;47739507;47739507;47740266;47740266;47740266;47741404;47741404;47741404;47741435;47744441;47744441;47744441;47744441;47749298;47749298;47749298;47749298;47750076;47750076;47750076;47750076;47750381;47750381;47750381;47750381;47751953;47751953;47751953;47752080;47754239;47758819;47759995;47761462;47764459;47766833;47768700;47770718;47773719;47775019;47775360;47776751;47776751;47779858;47779858;47783290;47784042;47784042;47784042;47785548;47785548;47785548;47790302;47790302;47790302;47800507;47800507;47800507;47802367;47802367;47804252;47804252;47811393;47811468;47811468;47814201;47814201;47814201;47818823;47818823;47818823;47824003;47824003;47824003;47825654;47825654;47907563	47726326;47726326;47726326;47726621;47726621;47726621;47727297;47727297;47727297;47728273;47728273;47728273;47728405;47733779;47734042;47734042;47734042;47735180;47735180;47735180;47736494;47736494;47736494;47739595;47739595;47739595;47740352;47740352;47740352;47741511;47741511;47741511;47741511;47744560;47744560;47744560;47744560;47749423;47749423;47749423;47749423;47750264;47750156;47750156;47750156;47750473;47750473;47750473;47750473;47752027;47752019;47752019;47752286;47754469;47758935;47760099;47761587;47764536;47766916;47768850;47770848;47773868;47775535;47775535;47776891;47776891;47779961;47779961;47783510;47784190;47784190;47784190;47785628;47785628;47785628;47790418;47790418;47790418;47800585;47800638;47800638;47802434;47802434;47804411;47804411;47811618;47811618;47811618;47814368;47814368;47814368;47818919;47818919;47818919;47824256;47824256;47824256;47825800;47825821;47907726	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7059	5
ENSMUSG00000099069	19	47743461	47743596	-	136	0
ENSMUSG00000025068	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	47843409;47843469;47843477;47843522;47843654;47843654;47843654;47843654;47844197;47846298;47846298;47846298;47846298;47847871;47847871;47847871;47851434;47851818;47851818;47851818;47851896;47852736;47852736;47852736;47852736;47852736	47843561;47843561;47843561;47843561;47843762;47844164;47843762;47843762;47844226;47846520;47846520;47846422;47846520;47847969;47847994;47847969;47851921;47851921;47851921;47851921;47851921;47853229;47853006;47853228;47852766;47853229	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2023	842
ENSMUSG00000025069	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	47853973;47853984;47854019;47854206;47854216;47854227;47854265;47856080;47858125;47858125;47858125;47858125;47858125;47858125;47858125;47858125;47858648;47858648;47858648;47858648;47858648;47858648;47858648;47858648;47858701;47860093;47860093;47860093;47860093;47860093;47860093;47860093;47860455;47860455;47860455;47860455;47860455;47860455;47860455;47863269;47863269;47863269;47863269;47863269;47863269;47864835;47864835;47864835;47864835;47873095;47873095;47873095;47873095;47873095;47873095;47873095;47874457;47874457;47874457;47874457;47874457;47874457	47854072;47854072;47854072;47854368;47854368;47854368;47854368;47856441;47858199;47858199;47858199;47858199;47858199;47858199;47858199;47858199;47858749;47859115;47858762;47858762;47858762;47858762;47858762;47858762;47858873;47860242;47860242;47860242;47860242;47860242;47860242;47860242;47860563;47860563;47860563;47860563;47860563;47860563;47860563;47863491;47863491;47863491;47863491;47863491;47863491;47864936;47864936;47864936;47864936;47873201;47873201;47873201;47873201;47873384;47873201;47873201;47874737;47874747;47874747;47874763;47874763;47874751	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2349	2
ENSMUSG00000117975	19;19;19;19;19	47883041;47886591;47902855;47907563;47907563	47886624;47886629;47903039;47907689;47907738	-;-;-;-;-	3950	35
ENSMUSG00002075899	19	47907631	47907712	-	82	0
ENSMUSG00000046585	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	47926114;47926151;47929550;47929550;47932529;47932529;47936555;47937725;47941426;47943732;47946559;47950814;47962957;47963901;47970458;47971887;47974880;47976904;48015159;48017518;48023100	47926275;47926275;47929831;47929831;47932787;47932677;47936711;47937919;47941563;47943891;47946641;47951005;47963118;47964047;47970598;47972110;47974991;47977008;48015278;48017651;48023826	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3500	0
ENSMUSG00000117690	19;19;19	48105787;48107696;48124344	48105946;48107776;48124521	+;+;+	419	0
